SerialNumber,ProductName,Product,RepClass,Product Class,INTERFACE
25226,TSP743IIBI2-24LOF,TSP743IIBI2L,TSP700,THERMAL,Bluetooth
25227,TSP743IIBI2-24LOFGRY,TSP743IIBI2L,TSP700,THERMAL,Bluetooth
25228,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25229,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25230,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25231,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25232,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25233,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25234,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25235,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25236,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25237,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25238,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25239,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25240,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25241,TSP743IIU-24GRY TDBUS,TSP743IIU ,TSP700,THERMAL,USB
25242,TSP743IIE3-24J1 JP,TSP743IIE3,TSP700,THERMAL,Ethernet
25243,TSP743IIE3-24J1 GRY JP,TSP743IIE3,TSP700,THERMAL,Ethernet
25244,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25245,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25246,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25247,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25248,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25249,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25250,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25251,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25252,TSP743IIE3-24J1 JP,TSP743IIE3,TSP700,THERMAL,Ethernet
25253,TSP743IIE3-24J1GRYJP,TSP743IIE3,TSP700,THERMAL,Ethernet
25254,TSP743IIE3X-24J1 JP,TSP743IIE3X,TSP700,THERMAL,Ethernet
25255,TSP743IIE3X-24 GRYJP,TSP743IIE3X,TSP700,THERMAL,Ethernet
25256,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25257,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25258,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25259,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25260,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25261,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25262,TSP743IIE3-24J1 JP,TSP743IIE3,TSP700,THERMAL,Ethernet
25263,TSP743IIE3-24J1GRYJP,TSP743IIE3,TSP700,THERMAL,Ethernet
25264,TSP743IIE3X-24J1 JP,TSP743IIE3X,TSP700,THERMAL,Ethernet
25265,TSP743IIE3X-24 GRYJP,TSP743IIE3X,TSP700,THERMAL,Ethernet
25266,TSP743IIBI2-24OF JP,TSP743IIBI2,TSP700,THERMAL,Bluetooth
25267,TSP743IIBI2-24OFGYJP,TSP743IIBI2GY,TSP700,THERMAL,Bluetooth
25268,TSP743IIBI2-24 JP,TSP743IIBI2,TSP700,THERMAL,Bluetooth
25269,TSP743IIBI2-24 GRY JP,TSP743IIBI2,TSP700,THERMAL,Bluetooth
25270,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25271,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25272,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25273,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25274,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25275,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25276,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25277,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25278,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25279,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25280,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25281,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25282,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25283,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25284,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25285,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25286,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25287,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25288,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25289,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25290,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25291,TSP743IIU-24 GRY FVT,TSP743IIUFVT,TSP700,THERMAL,USB
25292,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25293,TSP743IIU-24   ,TSP743IIU  ,TSP700,THERMAL,USB
25294,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25295,TSP743IIU-24 OKI EL,TSP743IIU EL,TSP700,THERMAL,USB
25296,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25297,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25298,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25299,TSP700II,TSP700II,TSP700,THERMAL,No Interface
25300,SM-L200-UB40,SM-L200-UB40,MOBILE,MOBILE,Bluetooth
25301,SM-L200-UB40  JP,SM-L200-UB40 ,MOBILE,MOBILE,Bluetooth
25302,SM-L200-UB40  CH,SM-L200-UB40 ,MOBILE,MOBILE,Bluetooth
25303,SM-L200-UB40  KR,SM-L200-UB40,MOBILE,MOBILE,Bluetooth
25306,SM-L,SM-L,MOBILE,MOBILE,Bluetooth
25310,SM-L204-UB40,SM-L204-UB40,MOBILE,MOBILE,Bluetooth
25311,SM-L204-UB40  JP,SM-L204-UB40 ,MOBILE,MOBILE,Bluetooth
25312,SM-L204-UB40  CH,SM-L204-UB40 ,MOBILE,MOBILE,Bluetooth
25313,SM-L204-UB40  KR,SM-L204-UB40,MOBILE,MOBILE,Bluetooth
25320,NLA PDN NLA SM-L300-UB57,SM-L300-UB57,MOBILE,MOBILE,Bluetooth
25321,SM-L300-UB57 JP,SM-L300-UB57,MOBILE,MOBILE,Bluetooth
25330,SM-L300-UB57,SM-L300-UB57,MOBILE,MOBILE,Bluetooth
25331,SM-L300-UB57 JP,SM-L300-UB57,MOBILE,MOBILE,Bluetooth
25340,SM-L304-UB57,SM-L304-UB57,MOBILE,MOBILE,Bluetooth
25341,SM-L304-UB57 JP,SM-L304-UB57,MOBILE,MOBILE,Bluetooth
25400,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25401,NLA PDN SM-T301-DW50 BR,SM-T301-DW50 BR,MOBILE,MOBILE,Bluetooth
25402,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25403,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25404,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25405,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25406,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25407,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25408,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25409,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25410,POP10-OF   WHT,POP10,MPOP,INTEGRATED,USB
25411,POP10   WHT US,POP10  ,MPOP,INTEGRATED,"USB, Bluetooth"
25412,POP10-OF   WHT JP,POP10,MPOP,INTEGRATED,USB
25413,POP10-OF   WHT EU,POP10,MPOP,INTEGRATED,USB
25414,POP10-OF   WHT UK,POP10,MPOP,INTEGRATED,USB
25415,POP10-OF   WHT AS,POP10,MPOP,INTEGRATED,USB
25416,POP10-OF   WHT CH,POP10,MPOP,INTEGRATED,USB
25417,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25418,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25419,POP10-OF  WHT E+U,POP10,MPOP,INTEGRATED,USB
25420,POP10-B1OF    WHT,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25421,NLA 39650311 POP10-,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25422,POP10-B1OF    WHT JP ,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25423,POP10-B1OF    WHT EU,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25424,POP10-B1OF    WHT UK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25425,POP10-B1OF    WHT AS,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25426,POP10-B1OF   WHT CH,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25427,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25428,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25429,POP10-B1OF   WHT E+U,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25430,POP10-OF   BLK,POP10,MPOP,INTEGRATED,USB
25431,POP10  BLK US,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25432,POP10-OF    BLK JP,POP10,MPOP,INTEGRATED,USB
25433,POP10-OF   BLK EU,POP10,MPOP,INTEGRATED,USB
25434,POP10-OF   BLK UK,POP10,MPOP,INTEGRATED,USB
25435,POP10-OF   BLK AS,POP10,MPOP,INTEGRATED,USB
25436,POP10-OF  BLK CH,POP10,MPOP,INTEGRATED,USB
25437,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25438,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25439,POP10-B1OF   BLK E+U,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25440,POP10-B1OF    BLK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25441,POP10-B1  BLK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25442,POP10-B1OF    BLK JP,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25443,POP10-B1OF    BLK EU,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25444,POP10-B1OF    BLK UK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25445,POP10-B1OF    BLK AS,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25446,POP10-B1OF  BLK CH,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25447,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25448,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25449,POP10-B1OF   BLK E+U,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25450,POP10    WHT EU,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25451,POP10    WHT UK,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25452,POP10    WHT E+U,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25453,POP10-B1    WHT EU,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25454,POP10-B1   WHT UK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25455,POP10-B1   WHT E+U,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25456,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25457,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25458,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25459,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25460,POP10   BLK EU,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25461,NLA 39650011 POP10,POP10,MPOP,INTEGRATED,USB
25462,POP10   BLK E+U,POP10 ,MPOP,INTEGRATED,"USB, Bluetooth"
25463,POP10-B1  BLK EU,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25464,POP10-B1  BLK UK,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25465,POP10-B1  BLK E+U,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25466,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25467,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25468,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25469,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25470,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25471,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25472,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25473,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25474,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25475,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25476,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25477,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25478,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25479,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25480,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25481,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25482,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25483,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25484,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25485,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25486,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25487,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25488,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25489,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25490,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25491,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25492,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25493,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25494,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25495,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25496,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25497,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25498,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25499,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25500,TSP143IIIW      GY,TSP143IIIW     ,TSP100,THERMAL,WiFi
25501,TSP143IIIW WT US,TSP143IIIW,TSP100,THERMAL,WiFi
25502,TSP143IIILAN GY US,TSP143IIILAN,TSP100,THERMAL,Ethernet
25503,TSP143IIILAN    WT,TSP143IIILAN  ,TSP100,THERMAL,Ethernet
25504,NLA 39474710 TSP143,TSP143IIIBI,TSP100,THERMAL,USB
25505,NLA 39474810 TSP143,TSP143IIIBI,TSP100,THERMAL,USB
25506,TSP143IIIU      GY,TSP143IIIU     ,TSP100,THERMAL,USB
25507,TSP143IIIU WT US,TSP143IIIU,TSP100,THERMAL,USB
25508,TSP100IIIBi2   GY,TSP100IIIBi2  ,TSP100,THERMAL,Bluetooth
25509,TSP143IIIBi2 WT US,TSP143IIIBi2,TSP100,THERMAL,Bluetooth
25510,TSP143IIIW     GY US,TSP143IIIW    ,TSP100,THERMAL,WiFi
25511,TSP143IIIW     WT US,TSP143IIIW   ,TSP100,THERMAL,WiFi
25512,TSP143IIILAN   GY US,TSP143IIILAN  ,TSP100,THERMAL,Ethernet
25513,TSP143IIILAN   WT US,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25514,TSP143IIIBI    GY US,TSP143IIIBI   ,TSP100,THERMAL,Bluetooth
25515,TSP143IIIBI    WT US,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25516,TSP143IIIU        GY US,TSP143IIIU       ,TSP100,THERMAL,USB
25517,TSP143IIIU        WT US,TSP143IIIU      ,TSP100,THERMAL,USB
25518,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25519,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25520,TSP143IIIW  GY US,TSP143IIIW ,TSP100,THERMAL,WiFi
25521,TSP143IIIW  WT US,TSP143IIIW,TSP100,THERMAL,WiFi
25522,TSP143IIILAN   GY US,TSP143IIILAN  ,TSP100,THERMAL,Ethernet
25523,TSP143IIILAN   WT US,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25524,TSP143IIIBI    GY US,TSP143IIIBI   ,TSP100,THERMAL,Bluetooth
25525,TSP143IIIBI    WT US,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25526,TSP143IIIU  GY US,TSP143IIIU ,TSP100,THERMAL,USB
25527,TSP143IIIU  WT US,TSP143IIIU,TSP100,THERMAL,USB
25528,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25529,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25530,TSP143IIIW  GY JP,TSP143IIIW ,TSP100,THERMAL,WiFi
25531,TSP143IIIW  WT JP,TSP143IIIW,TSP100,THERMAL,WiFi
25532,TSP143IIILAN   GY JP,TSP143IIILAN  ,TSP100,THERMAL,Ethernet
25533,TSP143IIILAN   WT JP,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25534,TSP143IIIBI    GY JP,TSP143IIIBI   ,TSP100,THERMAL,Bluetooth
25535,TSP143IIIBI    WT JP,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25536,TSP143IIIU  GY JP,TSP143IIIU ,TSP100,THERMAL,USB
25537,TSP143IIIU  WT JP,TSP143IIIU,TSP100,THERMAL,USB
25538,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25539,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25540,TSP143IIIW  GY EU,TSP143IIIW,TSP100,THERMAL,WiFi
25541,TSP143IIIW  WT EU,TSP143IIIW,TSP100,THERMAL,WiFi
25542,TSP143IIILAN   GY EU,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25543,TSP143IIILAN   WT EU,TSP143IIILAN,TSP100,THERMAL,Ethernet
25544,TSP143IIIBI    GY EU,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25545,TSP143IIIBI    WT EU,TSP143IIIBI ,TSP100,THERMAL,Bluetooth
25546,TSP143IIIU  GY EU,TSP143IIIU,TSP100,THERMAL,USB
25547,TSP143IIIU  WT EU,TSP143IIIU,TSP100,THERMAL,USB
25548,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25549,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25550,TSP143IIIW  GY UK,TSP143IIIW,TSP100,THERMAL,WiFi
25551,TSP143IIIW  WT UK,TSP143IIIW,TSP100,THERMAL,WiFi
25552,TSP143IIILAN   GY UK,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25553,TSP143IIILAN   WT UK,TSP143IIILAN,TSP100,THERMAL,Ethernet
25554,TSP143IIIBI    GY UK,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25555,TSP143IIIBI    WT UK,TSP143IIIBI ,TSP100,THERMAL,Bluetooth
25556,TSP143IIIU  GY UK,TSP143IIIU,TSP100,THERMAL,USB
25557,TSP143IIIU  WT UK,TSP143IIIU,TSP100,THERMAL,USB
25558,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25559,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25560,TSP143IIIW  GY AS,TSP143IIIW,TSP100,THERMAL,WiFi
25561,TSP143IIIW  WT AS,TSP143IIIW ,TSP100,THERMAL,WiFi
25562,TSP143IIILAN   GY AS,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25563,TSP143IIILAN   WT AS,TSP143IIILAN,TSP100,THERMAL,Ethernet
25564,TSP143IIIBI    GY AS,TSP143IIIBI  ,TSP100,THERMAL,Bluetooth
25565,TSP143IIIBI    WT AS,TSP143IIIBI ,TSP100,THERMAL,Bluetooth
25566,TSP143IIIU  GY AS,TSP143IIIU,TSP100,THERMAL,USB
25567,TSP143IIIU  WT AS,TSP143IIIU ,TSP100,THERMAL,USB
25568,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25569,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25570,TSP143IIIW    GY E+U,TSP143IIIW  ,TSP100,THERMAL,WiFi
25571,TSP143IIIW    WT E+U,TSP143IIIW ,TSP100,THERMAL,WiFi
25572,TSP143IIILAN  GY E+U,TSP143IIILAN,TSP100,THERMAL,Ethernet
25573,TSP143IIILAN  WT E+U,TSP143IIILAN,TSP100,THERMAL,Ethernet
25574,TSP143IIIBI   GY E+U,TSP143IIIBI ,TSP100,THERMAL,Bluetooth
25575,TSP143IIIBI   WT E+U,TSP143IIIBI,TSP100,THERMAL,Bluetooth
25576,TSP143IIIU  GY E+U,TSP143IIIU,TSP100,THERMAL,USB
25577,TSP143IIIU  WT E+U,TSP143IIIU,TSP100,THERMAL,USB
25578,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25579,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25580,TSP143IIIW  GY CH,TSP143IIIW ,TSP100,THERMAL,WiFi
25581,TSP143IIIW  WT CH,TSP143IIIW,TSP100,THERMAL,WiFi
25582,TSP143IIILAN   GY CH,TSP143IIILAN  ,TSP100,THERMAL,Ethernet
25583,TSP143IIILAN   WT CH,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25584,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25585,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25586,TSP143IIIU  GY CH,TSP143IIIU ,TSP100,THERMAL,USB
25587,TSP143IIIU  WT CH,TSP143IIIU,TSP100,THERMAL,USB
25588,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25589,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25590,TSP143IIIW SGY HTL,TSP143IIIW ,TSP100,THERMAL,WiFi
25591,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25592,TSP143IIIU SGY HTL,TSP143IIIU ,TSP100,THERMAL,USB
25593,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25594,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25595,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25596,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25597,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25598,TSP143IIILAN SGY HTL,TSP143IIILAN ,TSP100,THERMAL,Ethernet
25599,TSP100III,TSP100III,TSP100,THERMAL,No Interface
25600,SM-T300I2-DB50,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25601,39634910 SM-T301I2-,SM-T301I2-,MOBILE,MOBILE,Bluetooth
25602,NLA 39635010 SM-T40,SM-T40,MOBILE,MOBILE,Bluetooth
25604,SM-S220i2 US,SM-S220i2,MOBILE,MOBILE,Bluetooth
25606,PDN 39634110 SM-T30,SM-T30,MOBILE,MOBILE,Bluetooth
25607,NLA PDN 39634010 SM,SM,MOBILE,MOBILE,No Interface
25610,SM-T300I2-DB50 US,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25611,SM-T301I2-DB50 US,SM-T301I2-DB50,MOBILE,MOBILE,Bluetooth
25612,SM-T400I2-DB50 US,SM-T400I2-DB50,MOBILE,MOBILE,Bluetooth
25613,SM-T404I2-DB50 US,SM-T404I2-DB50,MOBILE,MOBILE,Bluetooth
25614,SM-S220I2-DB40 US,SM-S220I2-DB40,MOBILE,MOBILE,Bluetooth
25615,SM-S230I2-UB40   ,SM-S230I2-UB40   ,MOBILE,MOBILE,Bluetooth
25616,SM-T301-DB50    US,SM-T301-DB50   ,MOBILE,MOBILE,Bluetooth
25617,SM-T300-DB50    US,SM-T300-DB50   ,MOBILE,MOBILE,Bluetooth
25618,SM-T311-DW50    US,SM-T311-DW50   ,MOBILE,MOBILE,Bluetooth
25619,SM-T310-DW50    US,SM-T310-DW50   ,MOBILE,MOBILE,Bluetooth
25620,SM-T300I2-DB50 JP,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25621,SM-T301I2-DB50 JP,SM-T301I2-DB50,MOBILE,MOBILE,Bluetooth
25622,SM-T400I2-DB50 JP,SM-T400I2-DB50,MOBILE,MOBILE,Bluetooth
25623,SM-T404I2-DB50 JP,SM-T404I2-DB50,MOBILE,MOBILE,Bluetooth
25624,SM-S210I2-DB40 JP,SM-S210I2-DB40,MOBILE,MOBILE,Bluetooth
25625,SM-S214I2-DB40 JP,SM-S214I2-DB40,MOBILE,MOBILE,Bluetooth
25626,SM-T301-DB50    JP,SM-T301-DB50   ,MOBILE,MOBILE,Bluetooth
25627,SM-T300-DB50    JP,SM-T300-DB50   ,MOBILE,MOBILE,Bluetooth
25628,SM-T311-DW50    JP,SM-T311-DW50   ,MOBILE,MOBILE,Bluetooth
25629,SM-T310-DW50    JP,SM-T310-DW50   ,MOBILE,MOBILE,Bluetooth
25630,SM-T300I2-DB50 EU,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25631,SM-T301I2-DB50 EU,SM-T301I2-DB50,MOBILE,MOBILE,Bluetooth
25632,SM-T400I2-DB50 EU,SM-T400I2-DB50,MOBILE,MOBILE,Bluetooth
25633,SM-T404I2-DB50 EU,SM-T404I2-DB50,MOBILE,MOBILE,Bluetooth
25634,SM-S220I2-DB40 EU,SM-S220I2-DB40,MOBILE,MOBILE,Bluetooth
25636,SM-T301-DB50    EU,SM-T301-DB50  ,MOBILE,MOBILE,Bluetooth
25637,SM-T300-DB50    EU,SM-T300-DB50  ,MOBILE,MOBILE,Bluetooth
25638,SM-T311-DW50    EU,SM-T311-DW50  ,MOBILE,MOBILE,Bluetooth
25639,SM-T310-DW50    EU,SM-T310-DW50  ,MOBILE,MOBILE,Bluetooth
25640,SM-T300I2-DB50 UK,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25641,SM-T301I2-DB50 UK,SM-T301I2-DB50,MOBILE,MOBILE,Bluetooth
25642,SM-T400I2-DB50 UK,SM-T400I2-DB50,MOBILE,MOBILE,Bluetooth
25643,SM-T404I2-DB50 UK,SM-T404I2-DB50,MOBILE,MOBILE,Bluetooth
25644,SM-S220I2-DB40 UK,SM-S220I2-DB40,MOBILE,MOBILE,Bluetooth
25646,SM-T301-DB50    UK,SM-T301-DB50  ,MOBILE,MOBILE,Bluetooth
25647,SM-T300-DB50    UK,SM-T300-DB50  ,MOBILE,MOBILE,Bluetooth
25648,SM-T311-DW50    UK,SM-T311-DW50  ,MOBILE,MOBILE,Bluetooth
25649,SM-T310-DW50    UK,SM-T310-DW50  ,MOBILE,MOBILE,Bluetooth
25650,SM-T300I2-DB2-50,SM-T300I2-DB2-50,MOBILE,MOBILE,Bluetooth
25651,SM-T301I2-DB2-50 US,SM-T301I2-DB2-50,MOBILE,MOBILE,Bluetooth
25652,SM-T400I2-DB2-50 US,SM-T400I2-DB2-50,MOBILE,MOBILE,Bluetooth
25654,SM-S210I2-DB40,SM-S210I2-DB40,MOBILE,MOBILE,Bluetooth
25655,SM-S214I2-DB40,SM-S214I2-DB40,MOBILE,MOBILE,Bluetooth
25661,SM-T300I2-DB50 US,SM-T300I2-DB50,MOBILE,MOBILE,Bluetooth
25670,SM-T301-DB50 US,SM-T301-DB50,MOBILE,MOBILE,Bluetooth
25671,SM-T301-DB50   ,SM-T301-DB50   ,MOBILE,MOBILE,Bluetooth
25690,SM (2),SM (2),MOBILE,MOBILE,No Interface
25700,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25701,NLA PDN 39650810 PO,PO,MPOP,INTEGRATED,USB
25702,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25703,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25704,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25705,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
25706,POP10,POP10,MPOP,INTEGRATED,"USB, Bluetooth"
