SerialNumber,ProductName,Product,RepClass,Product Class,INTERFACE
2100,DP8340FM  US,DP8340FM,DP8340(x),IMPACT,No Interface
2101,DP8340SM  US,DP8340SM,DP8340(x),IMPACT,No Interface
2102,DP8340FC  US,DP8340FC,DP8340(x),IMPACT,Parallel
2103,DP8340SC  US,DP8340SC,DP8340(x),IMPACT,Parallel
2104,DP8340RM  US,DP8340RM,DP8340(x),IMPACT,No Interface
2105,DP8340RC  US,DP8340RC,DP8340(x),IMPACT,Parallel
2106,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2107,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2108,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2109,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2110,DP8340FM  US,DP8340FM,DP8340(x),IMPACT,No Interface
2111,NLA PDN DP8340SM W/O PWR,P8340(x),DP8340(x),IMPACT,No Interface
2112,NLA PDN DP8340FC W/O PWR,P8340(x),DP8340(x),IMPACT,Parallel
2113,NLA PDN DP8340SC W/O PWR,P8340(x),DP8340(x),IMPACT,Parallel
2114,NLA PDN DP8340RM W/O PWR,P8340(x),DP8340(x),IMPACT,No Interface
2115,NLA PDN DP8340RC W/O PWR,P8340(x),DP8340(x),IMPACT,Parallel
2116,DP8340FD  US,DP8340FD,DP8340(x),IMPACT,Serial
2117,DP8340SD  US,DP8340SD,DP8340(x),IMPACT,Serial
2118,DP8340RD  US,DP8340RD,DP8340(x),IMPACT,Serial
2119,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2120,DP8340FD  EC,DP8340FD,DP8340(x),IMPACT,Serial
2121,DP8340SD  EC,DP8340SD,DP8340(x),IMPACT,Serial
2122,DP8340FC  EC,DP8340FC,DP8340(x),IMPACT,Parallel
2123,DP8340SC  EC,DP8340SC,DP8340(x),IMPACT,Parallel
2124,DP8340SD48  EC,DP8340SD48,DP8340(x),IMPACT,Serial
2125,DP8340FD  EU,DP8340FD,DP8340(x),IMPACT,Serial
2126,DP8340SD  EU,DP8340SD,DP8340(x),IMPACT,Serial
2127,DP8340FC  EU,DP8340FC,DP8340(x),IMPACT,Parallel
2128,DP8340SC  EU,DP8340SC,DP8340(x),IMPACT,Parallel
2129,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2130,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2131,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2132,DP8340FC  UK,DP8340FC,DP8340(x),IMPACT,Parallel
2133,DP8340SC  UK,DP8340SC,DP8340(x),IMPACT,Parallel
2134,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2135,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2136,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2137,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2138,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2139,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2140,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2141,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2142,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2143,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2144,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2145,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2146,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2147,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2148,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2149,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2150,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2151,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2152,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2153,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2154,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2155,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2156,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2157,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2158,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2159,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2160,DP8340FD  JP,DP8340FD,DP8340(x),IMPACT,Serial
2161,DP8340SD  JP,DP8340SD,DP8340(x),IMPACT,Serial
2162,DP8340FC  JP,DP8340FC,DP8340(x),IMPACT,Parallel
2163,DP8340SC  JP,DP8340SC,DP8340(x),IMPACT,Parallel
2164,DP8340FD  JP,DP8340FD,DP8340(x),IMPACT,Serial
2165,DP8340FC  JP,DP8340FC,DP8340(x),IMPACT,Parallel
2166,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2167,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2168,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2169,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2170,DP8340RM  ,DP8340RM,DP8340(x),IMPACT,No Interface
2171,DP8340SC   NTK,DP8340SC,DP8340(x),IMPACT,Parallel
2172,DP8340SD   GSI,DP8340SD,DP8340(x),IMPACT,Serial
2173,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2174,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2175,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2176,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2177,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2178,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2179,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2180,DP8340RC  TW,DP8340RC,DP8340(x),IMPACT,Parallel
2181,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2182,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2183,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2184,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2185,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2186,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2187,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2188,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2189,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2190,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2191,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2192,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2193,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2194,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2195,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2196,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2197,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2198,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2199,DP8340,DP8340,DP8340(x),IMPACT,No Interface
2200,AD8340-120  US,AD8340-120,DP8340(x),IMPACT,Serial
2201,AD8340-120 (3)    US,AD8340-120,DP8340(x),IMPACT,Serial
2202,NLA PDN SAC10E-24 US,SAC0E,SAC(x),CASH DRAWER,Ethernet
2203,NLA PDN 37965460 SA,SA,SAC(x),CASH DRAWER,"Ethernet, Bluetooth"
2204,NLA SAC10EW-24 US,SAC0EW,SAC(x),CASH DRAWER,"Ethernet, WiFi"
2207,AD8340,AD8340,DP8340(x),IMPACT,Serial
2208,AD8340,AD8340,DP8340(x),IMPACT,Serial
2209,AD8340,AD8340,DP8340(x),IMPACT,Serial
2210,AD8340,AD8340,DP8340(x),IMPACT,Serial
2211,AD8340,AD8340,DP8340(x),IMPACT,Serial
2212,AD8340,AD8340,DP8340(x),IMPACT,Serial
2214,AD8340,AD8340,DP8340(x),IMPACT,Serial
2217,AD8340,AD8340,DP8340(x),IMPACT,Serial
2218,AD8340,AD8340,DP8340(x),IMPACT,Serial
2219,AD8340,AD8340,DP8340(x),IMPACT,Serial
2220,AD8340-220  EC,AD8340-220  EC,DP8340(x),IMPACT,Serial
2221,AD8340-220 (3)  EC,AD8340-220 (3)  EC,DP8340(x),IMPACT,Serial
2222,AD8340,AD8340,DP8340(x),IMPACT,Serial
2223,AD8340,AD8340,DP8340(x),IMPACT,Serial
2224,AD8340,AD8340,DP8340(x),IMPACT,Serial
2225,AD8340,AD8340,DP8340(x),IMPACT,Serial
2226,AD8340,AD8340,DP8340(x),IMPACT,Serial
2227,AD8340,AD8340,DP8340(x),IMPACT,Serial
2228,AD8340,AD8340,DP8340(x),IMPACT,Serial
2229,AD8340,AD8340,DP8340(x),IMPACT,Serial
2230,AD8340-240  UK,AD83400,DP8340(x),IMPACT,Serial
2231,AD8340-240  UK,AD83400,DP8340(x),IMPACT,Serial
2232,AD8340,AD8340,DP8340(x),IMPACT,Serial
2233,AD8340,AD8340,DP8340(x),IMPACT,Serial
2234,AD8340,AD8340,DP8340(x),IMPACT,Serial
2235,AD8340,AD8340,DP8340(x),IMPACT,Serial
2236,AD8340,AD8340,DP8340(x),IMPACT,Serial
2237,AD8340,AD8340,DP8340(x),IMPACT,Serial
2238,AD8340,AD8340,DP8340(x),IMPACT,Serial
2239,AD8340,AD8340,DP8340(x),IMPACT,Serial
2240,AD8340,AD8340,DP8340(x),IMPACT,Serial
2241,AD8340,AD8340,DP8340(x),IMPACT,Serial
2242,AD8340,AD8340,DP8340(x),IMPACT,Serial
2243,AD8340,AD8340,DP8340(x),IMPACT,Serial
2244,AD8340,AD8340,DP8340(x),IMPACT,Serial
2245,AD8340,AD8340,DP8340(x),IMPACT,Serial
2246,AD8340,AD8340,DP8340(x),IMPACT,Serial
2247,AD8340,AD8340,DP8340(x),IMPACT,Serial
2248,AD8340,AD8340,DP8340(x),IMPACT,Serial
2249,AD8340,AD8340,DP8340(x),IMPACT,Serial
2250,AD8340-240 AS,AD83400 ,DP8340(x),IMPACT,Serial
2251,AD8340,AD8340,DP8340(x),IMPACT,Serial
2252,PDN 37952110 SMD2-1,SMD2-1,SMD2,CASH DRAWER,DK-Port
2253,PDN 37952110 SMD2-1,SMD2-1,SMD2,CASH DRAWER,DK-Port
2254,PDN 37964901 SMD2-1,SMD2-1,SMD2,CASH DRAWER,DK-Port
2255,SMD2-1617BKC45-S2,SMD2-1617BKC45-S2,SMD2,CASH DRAWER,DK-Port
2256,AD8340,AD8340,DP8340(x),IMPACT,Serial
2257,AD8340,AD8340,DP8340(x),IMPACT,Serial
2258,AD8340,AD8340,DP8340(x),IMPACT,Serial
2259,AD8340,AD8340,DP8340(x),IMPACT,Serial
2260,AD8340-100  JP,AD8340-100 ,DP8340(x),IMPACT,Serial
2261,AD8340-100  JP,AD8340-100 ,DP8340(x),IMPACT,Serial
2262,PDN SMD2-1317WTC35,SMD2-1317W35,SMD2,CASH DRAWER,DK-Port
2263,PDN 37952150 SMD2-1,SMD2-1,SMD2,CASH DRAWER,DK-Port
2264,SMD2-1317WTC35,SMD2-1317W35,SMD2,CASH DRAWER,DK-Port
2265,NLA 37965021 SMD2-1,SMD2-1,SMD2,CASH DRAWER,DK-Port
2266,AD8340,AD8340,DP8340(x),IMPACT,Serial
2267,AD8340,AD8340,DP8340(x),IMPACT,Serial
2268,AD8340,AD8340,DP8340(x),IMPACT,Serial
2269,AD8340,AD8340,DP8340(x),IMPACT,Serial
2270,AD8340-120 (3)  ,AD8340-120 (3)  ,DP8340(x),IMPACT,Serial
2271,AD8340,AD8340,DP8340(x),IMPACT,Serial
2272,NLA PDN 37964102 SM,SM,SMD2,CASH DRAWER,DK-Port
2273,NLA PDN 37964142 SM,SM,SMD2,CASH DRAWER,DK-Port
2274,NLA PDN 37965142 SM,SM,SMD2,CASH DRAWER,DK-Port
2275,NLA PDN 37965152 SM,SM,SMD2,CASH DRAWER,DK-Port
2276,NLA PDN SMD2-1214WT54-L1,SMD2-1214WT54-L1,SMD2,CASH DRAWER,DK-Port
2277,NLA PDN SMD2-1214BK54-L1,SMD2-1214BK54-L1,SMD2,CASH DRAWER,DK-Port
2278,NLA PDN SMD2-1214WT55-L1,SMD2-1214WT55-L1,SMD2,CASH DRAWER,DK-Port
2279,SMD2-1214BK55-L1,SMD2-1214BK55-L1,SMD2,CASH DRAWER,DK-Port
2280,AD8340,AD8340,DP8340(x),IMPACT,Serial
2281,AD8340,AD8340,DP8340(x),IMPACT,Serial
2282,AD8340,AD8340,DP8340(x),IMPACT,Serial
2283,AD8340,AD8340,DP8340(x),IMPACT,Serial
2284,AD8340,AD8340,DP8340(x),IMPACT,Serial
2285,NLA PDN  37964301 S,S,SMD2,CASH DRAWER,DK-Port
2286,AD8340,AD8340,DP8340(x),IMPACT,Serial
2287,AD8340,AD8340,DP8340(x),IMPACT,Serial
2288,AD8340,AD8340,DP8340(x),IMPACT,Serial
2289,AD8340,AD8340,DP8340(x),IMPACT,Serial
2290,AD8340,AD8340,DP8340(x),IMPACT,Serial
2291,AD8340,AD8340,DP8340(x),IMPACT,Serial
2292,AD8340,AD8340,DP8340(x),IMPACT,Serial
2293,AD8340,AD8340,DP8340(x),IMPACT,Serial
2294,AD8340,AD8340,DP8340(x),IMPACT,Serial
2295,AD8340,AD8340,DP8340(x),IMPACT,Serial
2296,AD8340,AD8340,DP8340(x),IMPACT,Serial
2297,AD8340,AD8340,DP8340(x),IMPACT,Serial
2298,AD8340,AD8340,DP8340(x),IMPACT,Serial
2299,AD8340,AD8340,DP8340(x),IMPACT,Serial
3263,SK1-41,SK1-41,SANEI,KIOSK,"USB, Serial"
3283,NLA 37963693 SK1-41,SK1-41,SANEI,KIOSK,"USB, Serial"
3290,NLA CBS 37963701 SK1-41AS,SK1-41,SANEI,KIOSK,"USB, Serial"
3293,NLA 3963702 SK1-41A,SK1-41A,SANEI,KIOSK,"USB, Serial"
3300,NLA SK1-21ASF2-LQP ST,SK1-21F2-LQP ST,SANEI,KIOSK,"USB, Serial"
3350,NLA SK1-V21ASF2-Q ST,SK1-V21F2-Q ST,SANEI,KIOSK,"USB, Serial"
3360,NLA SK1-V31ASF4-Q ST,SK1-V31F4-Q ST,SANEI,KIOSK,"USB, Serial"
3370,NLA SK1-V21ASF2-LQP ST,SK1-V21F2-LQP ST,SANEI,KIOSK,"USB, Serial"
3380,NLA SK1-V31ASF4-LQP ST,SK1-V31F4-LQP ST,SANEI,KIOSK,"USB, Serial"
3390,NLA SK1-22SF2-QP ST,SK1-22SF2-QP ST,SANEI,KIOSK,"USB, Serial"
3450,NLA SK1-32SF4-Q ST,SK1-32SF4-Q ST,SANEI,KIOSK,"USB, Serial"
3890,NLA SK1-31ASF5-LQ ST,SK1-31F5-LQ ST,SANEI,KIOSK,"USB, Serial"
4220,NLA SK1-21ASF3-LQ-ST,SK1-21F3-LQ-ST,SANEI,KIOSK,"USB, Serial"
4500,SP312FD40-120  US,SP312FD40-120 ,SP(x),IMPACT,Serial
4590,NLA 37963775 SK1-31,SK1-31,SANEI,KIOSK,"USB, Serial"
4600,NLA 37963783 SK1-31,SK1-31,SANEI,KIOSK,"USB, Serial"
5290,NLA PDN SK1-21ASF2-LQ-ST-,SK1-21F2-LQ-ST-,SANEI,KIOSK,"USB, Serial"
5340,NLA 37964593 SK1-V2,SK1-V2,SANEI,KIOSK,"USB, Serial"
5463,SK4-31SF-M-ST,SK4-31SF-M-ST,SANEI,KIOSK,"USB, Serial"
5490,NLA 37964093 SK1-V3,SK1-V3,SANEI,KIOSK,"USB, Serial"
5493,NLA 37964094 SK1-V3,SK1-V3,SANEI,KIOSK,"USB, Serial"
5523,SK1-311SF4-LQP-M-SP,SK1-311SF4-LQP-M-SP,SANEI,KIOSK,"USB, Serial"
5530,NLA 37964603 SK1-V3,SK1-V3,SANEI,KIOSK,"USB, Serial"
5533,SK1-V311SF4-LQP-M-SP,SK1-V311SF4-LQP-M-SP,SANEI,KIOSK,"USB, Serial"
5540,NLA 37963753 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
5543,SK1-211SF2-LQP-SP,SK1-211SF2-LQP-SP,SANEI,KIOSK,"USB, Serial"
5550,NLA 37963763 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
5553,SK1-211SF2-Q-M-SP,SK1-211SF2-Q-M-SP,SANEI,KIOSK,"USB, Serial"
5583,SK1-V211SF2-LQP-SP,SK1-V211SF2-LQP-SP,SANEI,KIOSK,"USB, Serial"
5593,NLA 37967914 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
5603,SK1-311SF4-LQW-SP,SK1-311SF4-LQW-SP,SANEI,KIOSK,"USB, Serial"
5640,NLA 37963463 SK1-32,SK1-32,SANEI,KIOSK,"USB, Serial"
5643,SK1-321SF4-Q-M-SP,SK1-321SF4-Q-M-SP,SANEI,KIOSK,"USB, Serial"
5660,NLA 37963893 SK1-22,SK1-22,SANEI,KIOSK,"USB, Serial"
5663,SK1-221SF2-Q-M-SP,SK1-221SF2-Q-M-SP,SANEI,KIOSK,"USB, Serial"
5673,SK1-311SF4-Q-M-SP,SK1-311SF4-Q-M-SP,SANEI,KIOSK,"USB, Serial"
5850,SK1-321SF4-Q-RH-SP,SK1-321SF4-Q-RH-SP,SANEI,KIOSK,"USB, Serial"
5970,NLA 37964083 SK1-V2,SK1-V2,SANEI,KIOSK,"USB, Serial"
6210,NLA 37966363 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
6213,NLA 37966364 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
6214,NLA 37990060 SK1-21,SK1-21,SANEI,KIOSK,"USB, Serial"
6220,NLA 37966313 SK1-31,SK1-31,SANEI,KIOSK,"USB, Serial"
6223,NLA 37990110 SK1-31,SK1-31,SANEI,KIOSK,"USB, Serial"
6713,SK1-311SF4-Q-M-SK-SP,SK1-311SF4-Q-M-SK-SP,SANEI,KIOSK,"USB, Serial"
6860,SK5-31UE-LQW-H-SP2,SK5-31UE-LQW-H-SP2,SANEI,KIOSK,"USB, Ethernet"
6883,SK1-41ASF4-LQ-M-SP,SK1-41F4-LQ-M-SP,SANEI,KIOSK,"USB, Serial"
7013,SK1-41ASF4-LQP-M-SP,SK1-41F4-LQP-M-SP,SANEI,KIOSK,"USB, Serial"
8804,SP712MD GRY US,SP712MD,SP(x),IMPACT,No Interface
9600,NLA 39309201 SP298M,SP298M,SP(x),IMPACT,Serial
9601,SP298MD42-GJ1  JP,SP298MD-G ,SP(x),IMPACT,Serial
9602,SP298MD42-G    CH,SP298MD-G   ,SP(x),IMPACT,Serial
9603,SP298MD42-G   J1 CBM,SP298MD-G    CBM,SP(x),IMPACT,Serial
9604,SP298MD42-G   US CBM,SP298MD-G   CBM,SP(x),IMPACT,Serial
9605,SP298MD42-G   EC CBM,SP298MD-G   EC CBM,SP(x),IMPACT,Serial
9606,NLA PDN SP298MD42 GRY 120,SP298MD120,SP200,IMPACT,Serial
9607,SP298MD42-G   CAS,SP298MD-G   C,SP(x),IMPACT,Serial
9608,SP298MD42-GC1 CH,SP298MD-GC,SP(x),IMPACT,Serial
9609,SP298MD42-GJ1    TAK,SP298MD-G    TAK,SP(x),IMPACT,Serial
9610,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9611,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9612,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9613,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9614,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9615,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9616,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9617,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9618,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9619,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9620,NLA 39309301 SP298M,SP298M,SP(x),IMPACT,Parallel
9621,SP298MC42-GJ1  JP,SP298MC-G ,SP(x),IMPACT,Parallel
9622,NLA PDN 39309311 SP,SP,SP(x),IMPACT,Parallel
9623,SP298MC42-GC1 CH,SP298MC-GC,SP(x),IMPACT,Parallel
9624,SP298MD42-GJ1 JP GLY,SP298MD-GGLY,SP(x),IMPACT,Serial
9625,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9626,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9627,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9628,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9629,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9630,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9631,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9632,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9633,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9634,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9635,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9636,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9637,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9638,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9639,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9640,SCP700-A    ,SCP700-A    ,SP(x),IMPACT,No Interface
9641,SCP700-A-KR,SCP700-A-KR,SP(x),IMPACT,No Interface
9642,SCP702-A-CFT,SCP702-A-CFT,SP(x),IMPACT,No Interface
9643,SCP700-A-DAT,SCP700-A-AT,SP(x),IMPACT,No Interface
9644,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9645,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9646,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9647,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9648,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9649,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9650,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9651,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9652,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9653,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9654,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9655,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9656,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9657,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9658,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9659,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9660,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9661,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9662,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9663,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9664,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9665,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9666,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9667,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9668,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9669,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9670,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9671,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9672,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9673,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9674,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9675,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9676,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9677,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9678,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9679,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9689,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9694,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9695,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9696,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9697,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9698,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
9699,SCP700･SP298･TSP552,SCP700･SP298･TSP552,SP(x),IMPACT,No Interface
10001,PDN CD3-1616BK58-S2-12V,CD3-1616BK58-S2-12V,CD3,CASH DRAWER,DK Port
11616,CD3-1616WT58-S2,CD3-1616WT58-S2,CD3,CASH DRAWER,DK Port
12075,CD3-1616BK55-S2,CD3-1616BK55-S2,CD3,CASH DRAWER,DK Port
13131,CD3-1313WT45-S2,CD3-1313WT45-S2,CD3,CASH DRAWER,DK Port
14040,NLA PDN 37998191 SP298MD42,SP298MD,SP200,IMPACT,Serial
15036,MG-S1501 CAS,MG-S1501 C,MG-S,SCALE,"USB, Serial, Bluetooth"
15661,NLA PDN SP512MD42-120R GR,SP512MD-120R,SP(x),IMPACT,Serial
16161,CD3-1616BK58-S2,CD3-1616BK58-S2,CD3,CASH DRAWER,DK Port
16561,NLA PDN CD3-1616BK58-S2 I,CD3-1616BK58-S2 I,CD3,CASH DRAWER,DK Port
18036,MG-S1501 US,MG-S1501,SCALE,SCALE,"USB, Serial, Bluetooth"
20202,SP216FD42-120 GRY US,SP216FD,SP(x),IMPACT,Serial
20203,SP216FD42-230 GRY EU,SP216FD,SP(x),IMPACT,Serial
20212,SP216FD42-240 GRY AS,SP216FD0,SP(x),IMPACT,Serial
20213,SP216FC42-240 GRY AS,SP216FC0,SP(x),IMPACT,Parallel
20222,SP216FD42-230 GRY EU,SP216FD,SP(x),IMPACT,Serial
20223,SP216FC42-230 GRY EU,SP216FC,SP(x),IMPACT,Parallel
20232,SP216FD42-230 GRY UK,SP216FD,SP(x),IMPACT,Serial
20233,SP216FC42-230 GRY UK,SP216FC,SP(x),IMPACT,Parallel
20400,SP2320MD42-24    ,SP2320MD   ,SP(x),IMPACT,Serial
20401,SP2320MC42-24    ,SP2320MC   ,SP(x),IMPACT,Parallel
